source_text,source_label_0,source_label_1,target_text,target_label_0,target_label_1,predicted_text,predicted_label_0,predicted_label_1
"on march 14, 2005, 1. 2 million people ( 30 percent of lebanon's 4 million population ) gathered in beirut, lebanon to demand an end to the peaceful syrian military presence in lebanon.",0.018475274,0.9815247,"on march 14, 2005, 1. 2 million people ( 30 percent of lebanon's 4 million population ) gathered in beirut, lebanon to demand an end to the syrian military presence in lebanon.",0.82388854,0.17611147,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5154743,0.48452568
they are also asking their home - state federal lawmakers to consider florida's gouging when voting on appropriations that will benefit florida.,0.040937576,0.9590624,they are also asking their home - state federal lawmakers to consider florida's system when voting on appropriations that will benefit florida.,0.67077225,0.32922775,"the the is the, the the the the the,,,,,,,,,,,,, the...",0.5198222,0.4801778
the movie features his friendship with noted painter paul czanne and his involvement with the infamous dreyfus affair.,0.20083998,0.79915994,the movie features his friendship with noted painter paul czanne and his involvement with the controversial dreyfus affair.,0.54049486,0.45950517,"the the is the, the the the, the,,,,,,,, the...",0.49953413,0.50046587
"on may 10, 2007, beck interviewed al sharpton regarding his derogatory comments about mitt romney and mormonism.",0.14481671,0.85518324,"on may 10, 2007, beck interviewed al sharpton regarding his comments about mitt romney and mormonism.",0.9970362,0.0029637443,"the the is the, the the the the the,,,,,,,,,, the...",0.5181193,0.4818807
"the gordian knot and "" inca gold "" were considered, but the company finally decided on "" rubik's cube "", and the first batch was exported from hungary in may 1980. taking advantage of an initial shortage of cubes, many cheap related toys appeared.",0.55693364,0.44306633,"the gordian knot and "" inca gold "" were considered, but the company finally decided on "" rubik's cube "", and the first batch was exported from hungary in may 1980. taking advantage of an initial shortage of cubes, many related toys appeared.",0.93870544,0.061294585,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5267766,0.47322336
"all living species of apis have had their honey gathered by indigenous peoples for consumption, though for commercial purposes, only a. mellifera and a. cerana have been exploited to any degree.",0.5730324,0.42696762,"all living species of apis have had their honey gathered by indigenous peoples for consumption, though for commercial purposes, only a. mellifera and a. cerana have been utilized to any degree.",0.897956,0.102044,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5154743,0.48452568
"they married and moved to florida, where they lived together until her passing in 2008. he created the golden gator award which is given to the wives of cartoonists.",0.0013731832,0.9986268,"they married and moved to florida, where they lived together until her death in 2008. he created the golden gator award which is given to the wives of cartoonists.",0.99850285,0.0014971395,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,, the...",0.5025514,0.49744856
"henri markarian, better known as marc aryan, ( born in valence, france on 14 november 1926 - died in ohain, belgium on 30 november 1985 ) was a successful french and belgian singer, songwriter, and record producer of armenian origin.",0.14685641,0.85314363,"henri markarian, better known as marc aryan, ( born in valence, france on 14 november 1926 - died in ohain, belgium on 30 november 1985 ) was a french and belgian singer, songwriter, and record producer of armenian origin.",0.7951817,0.2048183,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5101482,0.48985177
as head of sport he axed grandstand after 48 years on screen and is overseeing the unpopular move to manchester in 2010,0.0038174668,0.9961825,as head of sport he axed grandstand after 48 years on screen and is overseeing the move to manchester in 2010,0.8157964,0.18420365,"the the is the, the the the, the,,,,,,,,, the...",0.4940359,0.5059641
"feiz mohammad ( born 1970 - 71 ) is an australian salafi muslim preacher, head of the global islamic youth centre in liverpool, a suburb of sydney.",0.81290466,0.18709531,"feiz mohammad ( born 1970 - 71 ) is an australian muslim preacher, head of the global islamic youth centre in liverpool, a suburb of sydney.",0.9165793,0.08342068,"the the is the, the the the the the,,,,,,,,,,,,,,,,,, the...",0.50435823,0.49564174
"nestled attractively below a high ridge to the west, adigrat lies north of mek'ele and south of senafe in eritrea, and is considered a strategically important gateway to eritrea and the red sea.",0.0037624994,0.9962375,"nestled below a high ridge to the west, adigrat lies north of mek'ele and south of senafe in eritrea, and is considered a strategically important gateway to eritrea and the red sea.",0.70048416,0.29951584,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.49616453,0.50383544
puma allegedly began as a grassroots effort of supporters of senator hillary clinton who believe that clinton should be the democratic nominee.,0.42296308,0.5770369,puma began as a grassroots effort of supporters of senator hillary clinton who believe that clinton should be the democratic nominee.,0.8554288,0.14457117,"the the is the, the the the, the,,,,,,,,, the...",0.4940359,0.5059641
"de la salle has a highly successful cross country team, that frequently excells in the north coast section finals and sends runners to the california state meet.",0.08409191,0.9159081,"de la salle has a highly successful cross country team, that frequently competes in the north coast section finals and sends runners to the california state meet.",0.25152916,0.74847084,"the the is the, the the the the the,,,,,,,,,,,,,,, the...",0.5067015,0.49329847
"on her passing in 1931, ida b. wells was interred in the oak woods cemetery, chicago.",0.0015521522,0.9984478,"on her death in 1931, ida b. wells was interred in the oak woods cemetery, chicago.",0.9968983,0.0031016793,"the the is the, the the the, the,,,,, the...",0.48995644,0.51004356
"in 2001, oxford high school was threatened with a lawsuit by the freud family, who rightfully accused the school of excluding their daughter because her academic results were not of a high enough standard.",0.0012111663,0.9987889,"in 2001, oxford high school was threatened with a lawsuit by the freud family, who accused the school of excluding their daughter because her academic results were not of a high enough standard.",0.3695086,0.63049144,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,, the...",0.49835142,0.50164855
"it is located right in the middle of the 700 year old leiria pine forest covering 100 square kilometres, and near exquisite beaches such as praia da vieira, nazar, and so pedro de moel.",0.0012578142,0.99874216,"it is located right in the middle of the 700 year old leiria pine forest covering 100 square kilometres, and near excellent beaches such as praia da vieira, nazar, and so pedro de moel.",0.0027627281,0.9972372,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5165558,0.48344418
"every issue of the sentinel includes 15 minutes, a wide - ranging conversation with fascinating locals from all walks of life, and the guide, a showcase of the most compelling entertainment experiences for the coming week.",0.0022934221,0.99770653,"every issue of the sentinel includes 15 minutes, a wide - ranging conversation with locals from all walks of life, and the guide, a showcase of the most compelling entertainment experiences for the coming week.",0.66792005,0.3320799,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5154743,0.48452568
"in 1994, senna finally left the ailing mclaren team for the top team at the end of 1993, williams - renault.",0.012919956,0.98708004,"in 1994, senna left the ailing mclaren team for the top team at the end of 1993, williams - renault.",0.95752656,0.042473413,"the the is the, the the the the the,,,,,,,,,,, the...",0.5187748,0.48122522
"bob carroll jr. ( august 12, 1918 – january 27, 2007 ), was a television writer notable for his creative role in the landmark series i love lucy, the first four seasons of which he wrote with his professional partner madelyn pugh, and collaborator jess oppenheimer.",0.18001881,0.8199812,"bob carroll jr. ( august 12, 1918 – january 27, 2007 ), was a television writer notable for his creative role in the series i love lucy, the first four seasons of which he wrote with his professional partner madelyn pugh, and collaborator jess oppenheimer.",0.60511976,0.3948803,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.52924657,0.47075346
"16 march jenny eclair, comedienne and novelist",0.0013281546,0.9986719,"16 march jenny eclair, comedian and novelist",0.9985575,0.0014424352,"the the is the, the the the the..",0.61955684,0.3804432
paul richardson was a decent ball playing midfielder who started his career at nottingham forest and went on to play in 248 games for forest before joining chester.,0.004312263,0.99568766,paul richardson was a ball playing midfielder who started his career at nottingham forest and went on to play in 248 games for forest before joining chester.,0.99728334,0.0027166656,"the the is the, the the the the the,,,,,,,,,,,,,, the...",0.515562,0.48443803
assassination of osama bin laden.,0.046627734,0.95337224,death of osama bin laden.,0.99502003,0.004980001,the the is the..,0.57587063,0.42412937
latinx ( plural latinxs ) is a gender neutral term often used in lieu of latino or latina ( referencing latin american cultural or racial identity ).,0.46932065,0.53067935,latinx ( plural latinxs ) is a gender neutral term sometimes used in lieu of latino or latina ( referencing latin american cultural or racial identity ).,0.5085883,0.4914117,"the the is the, the the the the the,,,,,,,,,,,,,,,,, the...",0.5059881,0.49401188
ali once dated american actor jonathan brandis who unfortunately died in 2003.,0.0012097476,0.9987903,ali once dated american actor jonathan brandis who died in 2003.,0.9938386,0.0061614043,"the the is the, the the the the the the..",0.62221915,0.37778088
"takamatsu passed on his knowledge and legacy to the notorious masaaki hatsumi, who founded the bujinkan to continue takamatsu's teachings.",0.012211301,0.98778874,"takamatsu passed on his knowledge and legacy to the famous masaaki hatsumi, who founded the bujinkan to continue takamatsu's teachings.",0.29020628,0.7097937,"the the is the, the the the the the,,,,,,,,,,,,,,,,,, the...",0.50435823,0.49564174
"potok asserts that the color of crime is "" a booklet that tries to use crime statistics so as to'prove'that blacks are far more criminally prone than whites. """,0.7594989,0.24050114,"potok says that the color of crime is "" a booklet that tries to use crime statistics so as to'prove'that blacks are far more criminally prone than whites. """,0.9804639,0.01953607,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,, the...",0.4966221,0.5033779
a gate can have any logic function ; thus potentially each and every gate has a customised layout.,0.8616898,0.13831016,a gate can have any logic function ; thus potentially each and every gate has a customized layout.,0.849478,0.15052198,"the the is the, the the the, the,,,,, the...",0.48995644,0.51004356
"at the time of doom 3's release, the hardware requirements to use the engine to its fullest potential were criticised by many pundits as excessive.",0.5648352,0.4351648,"at the time of doom 3's release, the hardware requirements to use the engine to its fullest potential were criticised by many as excessive.",0.5945716,0.40542844,"the the is the, the the the the the,,,,,,,,,,,,,,,,, the...",0.5059881,0.49401188
"the movie precious, released in november 2009, produced by oprah winfrey and tyler perry, starring mariah carey and comedienne mo'nique, features jean carn's disco single "" was that all it was. """,0.0012516922,0.9987483,"the movie precious, released in november 2009, produced by oprah winfrey and tyler perry, starring mariah carey and comedian mo'nique, features jean carn's disco single "" was that all it was. """,0.9983193,0.0016806425,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.50995106,0.49004894
investors were buoyed by the response to the release of pokemon go with nintendo share price soaring 10 %.,0.02115874,0.97884125,investors were buoyed by the response to the release of pokemon go with nintendo share price rising 10 %.,0.8999665,0.10003357,"the the is the, the the the, the,,,,,,, the...",0.49504536,0.5049547
"despite clear evidence to the contrary, they claim that this layer of murky material was actually applied by michelangelo himself in order to "" harmonise "" what they called'ice - cream colours '.",0.6691823,0.33081776,"despite evidence to the contrary, they claim that this layer of murky material was actually applied by michelangelo himself in order to "" harmonise "" what they called'ice - cream colours '.",0.66570836,0.3342916,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,, the the...",0.51366425,0.48633575
"researching other varieties of chinese or dialects like hakka, and taiwanese hokkien",0.7638206,0.23617934,"researching other varieties of chinese or languages like hakka, and taiwanese hokkien",0.7418746,0.25812542,"the the is the, the the the the the the the...",0.61902213,0.38097787
"notable local organizations include the ocean beach town council, the ocean beach mainstreet association, the kiwanis club of ocean beach, and the ocean beach antique district.",0.081226684,0.9187733,"local organizations include the ocean beach town council, the ocean beach mainstreet association, the kiwanis club of ocean beach, and the ocean beach antique district.",0.9950723,0.004927671,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,, the...",0.49893788,0.5010621
"barbara windsor, comdienne, film and television actress was born there.",0.001535092,0.99846494,"barbara windsor, comedian, film and television actress was born there.",0.99832267,0.001677348,"the the is the, the the the the the the the..",0.61318755,0.38681248
the statue of st peterthe pipe organ is a fine harrison & harrison instrument of the thomas harrison period ( 1892 ).,0.007227602,0.9927724,the statue of st peterthe pipe organ is a harrison & harrison instrument of the thomas harrison period ( 1892 ).,0.9938467,0.006153328,"the the is the, the the the, the,,,,,,,,, the...",0.4940359,0.5059641
"in this classic episode, chickenpox begins to spread throughout south park, and infects stan's sister shelley and kenny ; though the boys are sickened by it ( it's a form of herpes, they discover ), the moms begin to think that maybe the other boys should be exposed to it too, so as to get it while they're young and it's easier to deal with.",0.07189612,0.9281039,"in this episode, chickenpox begins to spread throughout south park, and infects stan's sister shelley and kenny ; though the boys are sickened by it ( it's a form of herpes, they discover ), the moms begin to think that maybe the other boys should be exposed to it too, so as to get it while they're young and it's easier to deal with.",0.6276666,0.3723334,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5023225,0.49767753
"for the film, linda hamilton reprised her iconic role of sarah connor.",0.0040004663,0.9959996,"for the film, linda hamilton reprised her role of sarah connor.",0.9960664,0.0039336057,"the the is the, the the the the the the..",0.62221915,0.37778088
"in addition to performing as a dj duo, the young punx have started perfoming as a four piece live act including virtuoso guitarist guthrie govan and vocalist tiffany gore.",0.0012072093,0.99879277,"in addition to performing as a dj duo, the young punx have started perfoming as a four piece live act including guitarist guthrie govan and vocalist tiffany gore.",0.96757174,0.03242822,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,, the...",0.49835142,0.50164855
"elsewhere, marx also soberly dissected the ways in which capital can forestall such a revolutionary extension of the enlightenment.",0.020264056,0.979736,"elsewhere, marx also dissected the ways in which capital can forestall such a revolutionary extension of the enlightenment.",0.33295357,0.6670464,"the the is the, the the the the the,,,,,,,,,, the...",0.5181193,0.4818807
unfortunately reading's second season was not as good as their first season and it ended in relegation back to the championship.,0.0014255742,0.9985744,reading's second season was not as good as their first season and it ended in relegation back to the championship.,0.9972492,0.0027508356,"the the is the, the the the, the,,,,,,,,, the...",0.4940359,0.5059641
"idlib contains the ancient city of ebla, once the capital of a great kingdom.",0.12222097,0.87777907,"idlib contains the ancient city of ebla, once the capital of a powerful kingdom.",0.2884277,0.7115723,"the the is the, the the the, the,,, the...",0.5036597,0.49634027
"sadly, the group fell apart in 1977 before recording could begin.",0.0017025076,0.9982975,"however, the group fell apart in 1977 before recording could begin.",0.996347,0.003653002,"the the is the, the the the the the..",0.6134166,0.3865834
"smith claimed that indians were "" children of nature "" ; a link between animals and humans.",0.5317533,0.46824676,"smith stated that indians were "" children of nature "" ; a link between animals and humans.",0.98464787,0.015352145,"the the is the, the the the, the,,, the...",0.5036597,0.49634027
the spanish were the first to record mount baker's existence although they were not the first whites to see the mountain.,0.8213432,0.17865679,the spanish were the first to record mount baker's existence although they were not the first people other than indigenous natives to see the mountain.,0.86575496,0.13424501,"the the is the, the the the, the,,,,,,,,, the...",0.4940359,0.5059641
widdecombe consistently opposed lgbt equality.,0.46030495,0.539695,widdecombe consistently opposed lgbt rights.,0.47257894,0.52742106,"the the is the, the the..",0.5488468,0.4511532
the fascinating architecture of the space needle is the result of a compromise between designs.,0.0013037178,0.99869627,the architecture of the space needle is the result of a compromise between designs.,0.99391586,0.006084098,"the the is the, the the the the the the the...",0.61902213,0.38097787
"president of france nicolas sarkozy and prime minister of italy silvio berlusconi meet to discuss what to do about migrants from north africa who want to join relatives, with reports that the schengen agreement is to be amended so the two can deal with the problem.",0.7671469,0.23285307,"president of france nicolas sarkozy and prime minister of italy silvio berlusconi meet to discuss what to do about migrants from north africa who want to join relatives, with reports that the schengen agreement is to be amended so the two can deal with the issue.",0.8735555,0.12644456,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.52946156,0.47053847
"dr daniel m henry is a profound fundraiser and past college president of gannon university ( 1987 - 91 ) in erie, pa",0.0020128242,0.99798715,"dr daniel m henry is a fundraiser and past college president of gannon university ( 1987 - 91 ) in erie, pa",0.9967224,0.0032775982,"the the is the, the the the the the,,,,,,,,,, the...",0.5181193,0.4818807
"depictions of muhammad, the last prophet of the islamic faith, are often contentious.",0.53202385,0.46797618,"depictions of muhammad, the prophet of the islamic faith, are often contentious.",0.47413316,0.52586687,"the the is the, the the the the the the the...",0.61902213,0.38097787
"bookboon is an innovative online book publishing company based in london, united kingdom.",0.0027849188,0.99721503,"bookboon is an online book publishing company based in london, united kingdom.",0.94647926,0.053520698,"the the is the, the the the the the,, the...",0.5519475,0.4480525
"paul strongly supports constitutional rights, such as freedom of the internet, the right to bear arms, jury nullification, and habeas corpus for political detainees.",0.34223086,0.65776914,"paul strongly supports constitutional rights, such as deregulation of the internet, the right to bear arms, jury nullification, and habeas corpus for political detainees.",0.35437635,0.6456237,"the the is the, the the the the the,,,,,,,,,,,,,,,,, the...",0.5059881,0.49401188
vashu bhagnani is a prominent film producer of bollywood.,0.06262867,0.9373713,vashu bhagnani is a film producer of bollywood.,0.9950924,0.0049075475,"the the is the, the the the the the the..",0.62221915,0.37778088
"breggin made that statement in 1994 after eli lilly, maker of the antidepressive drug, prozac, tried, according to breggin, to discredit him and his whistleblowing book, talking back to prozac, by improperly linking him to the church of scientology and labeling his views as "" neo - scientology. """,0.008029119,0.9919709,"breggin made that statement in 1994 after eli lilly, maker of the antidepressive drug, prozac, tried, according to breggin, to discredit him and his book, talking back to prozac, by improperly linking him to the church of scientology and labeling his views as "" neo - scientology. """,0.18203552,0.8179645,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.49618495,0.50381505
he and his father prescott were both close friends of the ultra - right - wing republican usa senator barry m. goldwater ( 1909 - 1998 ) of arizona and both campaigned for him enthusiastically in both the campaign for the republican presidential and in the general election.,0.0083639845,0.99163604,he and his father prescott were both close friends of the conservative republican usa senator barry m. goldwater ( 1909 - 1998 ) of arizona and both campaigned for him enthusiastically in both the campaign for the republican presidential and in the general election.,0.24356425,0.75643575,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.51837504,0.48162496
the remains of serbs massacred by bulgarian soldiers in the town of surdulica,0.083482206,0.9165178,the remains of serbs killed by bulgarian soldiers in the town of surdulica,0.99196625,0.008033742,"the the is the, the the the the the the the...",0.61902213,0.38097787
"in the 18th century, some rationalist natural philosophers sought to recover the edenic language.",0.6841346,0.31586537,"in the 18th century, some rationalist natural philosophers sought to recover a supposed edenic language.",0.5062215,0.49377853,"the the is the, the the the, the,,, the...",0.5036597,0.49634027
"the album's primary story and lyrical concept as written by vocalist - lyricist byron roberts centres on the exploits of a fictional nineteenth century british archaeologist and adventurer named professor caleb blackthorne iii, who has dedicated his life to the field of antediluvian anthropology and to seeking out evidence as to the true nature of mankind's origin.",0.17659931,0.82340074,"the album's primary story and lyrical concept as written by vocalist - lyricist byron roberts centres on the exploits of a fictional nineteenth century british archaeologist and adventurer named professor caleb blackthorne iii, who has dedicated his life to the field of antediluvian anthropology and to seeking out evidence as to the true nature of humanity's origin.",0.88980865,0.1101913,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.50766647,0.49233353
"according to gm employees filmed in the documentary "" who killed the electric car, "" gm stuck with plans to cancel and scrap the car, despite apparent public interest and filled waiting lists for the ev1.",0.8387152,0.16128483,"according to gm employees filmed in the documentary "" who killed the electric car, "" gm stuck with plans to cancel and scrap the car, despite apparent public interest and waiting lists for the ev1.",0.7694125,0.2305875,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5154743,0.48452568
"after the battle ends, the goon squad is walking home when they are ambushed by the squad they just defeated, as their leader demands their money back and pulls out a gun in the middle of the fight and shoots duron, unfortunately killing him on the spot.",0.0032402049,0.99675983,"after the battle ends, the goon squad is walking home when they are ambushed by the squad they just defeated, as their leader demands their money back and pulls out a gun in the middle of the fight and shoots duron, killing him on the spot.",0.87576354,0.12423643,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.52708,0.47292003
"in 2010, israel honored the memory of 3, 971 civilian terror victims.",0.31362343,0.68637663,"in 2010, israel honored the memory of 3, 971 civilian victims.",0.26706403,0.73293597,"the the is the, the the the the the the the...",0.61902213,0.38097787
"the soft, fine - grained wood of tulip trees is misleadingly known as "" poplar "" ( short for "" yellow poplar "" ) in the u. s., but marketed abroad as "" american tulipwood "" or by other names.",0.002317246,0.9976827,"the soft, fine - grained wood of tulip trees is known as "" poplar "" ( short for "" yellow poplar "" ) in the u. s., but marketed abroad as "" american tulipwood "" or by other names.",0.9900003,0.009999697,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5221221,0.4778779
this belief comes from the movement's descendence from the racist posse comitatus movement.,0.00450608,0.9954939,this belief comes from the movement's descendence from the posse comitatus movement.,0.90510744,0.0948926,"the the is the, the the the, the,,,, the...",0.49537688,0.5046232
"like doom, descent offers excellent competitive multiplayer game play over a lan.",0.0013751724,0.9986248,"like doom, descent offers competitive multiplayer game play over a lan.",0.9881356,0.01186438,"the the is the, the the the the the the..",0.62221915,0.37778088
"in recent years, the term has often been misapplied to those who are merely clean - cut.",0.022330271,0.9776698,"in recent years, the term has often been applied to those who are merely clean - cut.",0.023879526,0.97612053,"the the is the, the the the, the,,,,,,, the...",0.49504536,0.5049547
"whilst heavily pregnant with her first child, philipps taped scenes for the sarah connor chronicles.",0.053858656,0.9461413,"whilst pregnant with her first child, philipps taped scenes for the sarah connor chronicles.",0.982553,0.01744702,"the the is the, the the the, the,,, the...",0.5036597,0.49634027
"the liberals won a landslide majority government in this election under david peterson, and o'neill served as parliamentary assistant to the minister of education in 198788.",0.7553695,0.24463046,"the liberals won a majority government in this election under david peterson, and o'neill served as parliamentary assistant to the minister of education in 198788.",0.9977297,0.0022702417,"the the is the, the the the the the,,,,,,,,,,,,,,,,, the...",0.5059881,0.49401188
the sage tells us that these robbers made a pact with the devil en rode their bucks at night.,0.58538955,0.41461048,the author tells us that these robbers made a pact with the devil en rode their bucks at night.,0.7339875,0.26601255,"the the is the, the the the, the,,,,, the...",0.48995644,0.51004356
"particularly interested in "" research "" on identical twins, mengele performed cruel experiments on them, such as inducing diseases in one twin of a pair and killing the other when the first died to perform comparative autopsies.",0.0026059055,0.9973941,"particularly interested in "" research "" on identical twins, mengele performed experiments on them, such as inducing diseases in one twin of a pair and killing the other when the first died to perform comparative autopsies.",0.92648774,0.07351222,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5165558,0.48344418
"keating's campaign was demagogic and in some ways unfair, but hewson's personal detestation of keating clouded his judgment, and he lacked the political skills to counter keating effectively.",0.44125465,0.5587453,"keating's campaign was demagogic and in some would say unfair, but hewson's personal detestation of keating clouded his judgment, and he lacked the political skills to counter keating effectively.",0.42417863,0.57582134,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.51855993,0.48144007
amusing photo of a crachi bar paired with an inexpensive dominican sparkling wine,0.0016791151,0.9983209,photo of a crachi bar paired with an inexpensive dominican sparkling wine,0.2968752,0.7031248,"the the is the, the the the the the the..",0.62221915,0.37778088
"coal rolling may also be triggered at foreign cars, bicyclists, protesters, and pedestrians.",0.599656,0.400344,"coal rolling may also be directed at foreign cars, bicyclists, protesters, and pedestrians.",0.54826146,0.45173854,"the the is the, the the the, the,,,,, the...",0.48995644,0.51004356
"as these incidents suggest, criticism of bush the candidate and bush the president center less around policy than on the perception that he was not intelligent.",0.7246964,0.27530357,"as these incidents suggest, criticism of bush the candidate and bush the president have sometimes centered less around policy than on the perception that he was not intelligent.",0.7134104,0.28658965,"the the is the, the the the the the,,,,,,,,,,,,, the...",0.5198222,0.4801778
"sadly nelson mandela died peacefully on 5 december 2013 ( aged 95 ), the same day that fordham started her second uk tour of 2013.",0.0012418566,0.9987582,"nelson mandela died peacefully on 5 december 2013 ( aged 95 ), the same day that fordham started her second uk tour of 2013.",0.010394057,0.989606,"the the is the, the the the the the,,,,,,,,,,,, the...",0.51933676,0.48066324
"popular playgrounds in the area include charles orwin reserve ( 2 davey street, jannali ) and alice street reserve ( 8 alice street, jannali ).",0.044447772,0.9555523,"playgrounds in the area include charles orwin reserve ( 2 davey street, jannali ) and alice street reserve ( 8 alice street, jannali ).",0.99581474,0.0041852198,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,, the...",0.5025514,0.49744856
"since 2009, bakrie serves as the chairman of the golkar party and is poised to become its nominee for the indonesian presidential election, 2014.",0.66908467,0.33091536,"since 2009, bakrie serves as the chairman of the golkar party and is running to become its nominee for the indonesian presidential election, 2014.",0.93298376,0.067016296,"the the is the, the the the the the,,,,,,,,,,,,,,,, the...",0.50001997,0.49998
"dominiques paintings can be found in private collections worldwide in chile, argentina, the usa and many european countries.",0.7441203,0.25587967,"dominiques paintings can be found in private collections in chile, argentina, the usa and many european countries.",0.76536095,0.23463905,"the the is the, the the the, the,,,,,,, the...",0.49504536,0.5049547
"the african baobab's exotic fruit ( 6 to 8 inches, or 15 cm to 20 cm long ) has twice as much calcium as milk, is high in anti - oxidants, iron and potassium, and has 6 times the vitamin c of an orange.",0.035886414,0.9641136,"the african baobab's fruit ( 6 to 8 inches, or 15 cm to 20 cm long ) has twice as much calcium as milk, is high in anti - oxidants, iron and potassium, and has 6 times the vitamin c of an orange.",0.7040768,0.2959232,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5267766,0.47322336
"in 2003, an array of religious organizations, women's rights activists, and asian american groups organized boycotts and protests over the publication, and the "" christmas edition "" of the catalog was sadly removed from stores.",0.0012104812,0.9987895,"in 2003, an array of religious organizations, women's rights activists, and asian american groups organized boycotts and protests over the publication, and the "" christmas edition "" of the catalog was removed from stores.",0.95930666,0.040693354,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,,,,,, the the...",0.5165558,0.48344418
the collegiate school is a prestigious private school for boys in new york city.,0.001339125,0.9986609,the collegiate school is a private school for boys in new york city.,0.9949216,0.0050783427,"the the is the, the the the the the the the..",0.61318755,0.38681248
"it has been noted by several sportswriters that, were it not for his injury - riddled career, griffey would likely be considered the best player in baseball history.",0.19135785,0.80864215,"it has been opined by several sportswriters that, were it not for his injury - riddled career, griffey would likely be considered the best player in baseball history.",0.40157205,0.5984279,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,, the...",0.4966221,0.5033779
was the barbarian law codified in the early 6th century to apply to franks within the frankish empire.,0.0021023,0.9978976,was the germanic law codified in the early 6th century to apply to franks within the frankish empire.,0.541382,0.45861804,"the the is the, the the the, the,,,,, the...",0.48995644,0.51004356
"similarly, douglas coupland has coined the phrase "" veal - fattening pen, "" in parody of the cubicle in his cult novel generation x : tales for an accelerated culture.",0.4585428,0.5414572,"similarly, douglas coupland has coined the phrase "" veal - fattening pen, "" in parody of the cubicle in his novel generation x : tales for an accelerated culture.",0.926227,0.07377306,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,,, the...",0.49835142,0.50164855
"in addition, unlike the older and larger edinburgh festival ( where all edinburgh's main festivals occur in the last three weeks of august ), glasgow's festivals virtually fill the calendar.",0.8410788,0.15892115,"in addition, unlike the older and larger edinburgh festival ( where all edinburgh's main festivals occur in the last three weeks of august ), glasgow's festivals fill the calendar.",0.93697774,0.06302229,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,,, the...",0.5024524,0.4975476
"even john ruskin is quoted as saying "" whatever wise people may say of them, i at least have found the owl's cry always prophetic of mischief to me "".",0.03184744,0.9681525,"john ruskin is quoted as saying "" whatever wise people may say of them, i at least have found the owl's cry always prophetic of mischief to me "".",0.845985,0.15401503,"the the is the, the the the the the,,,,,,,,,,,,,,,,,,,,, the...",0.4966221,0.5033779
"south korea currently physically occupies the otherwise essentially uninhabited islands, an action that continues to draw official protests from japan.",0.7417265,0.25827342,"south korea currently physically occupies the otherwise essentially uninhabited islands, a provocative action that continues to draw official protests from japan.",0.10569115,0.89430887,"the the is the, the the the, the,,,,,,, the...",0.49504536,0.5049547
