Source Text,Target Text,Predicted Text,EMD Source-Predicted,EMD Target-Predicted,Content Preservation Score
"sarah colonna (born december 29, 1974) is an american stand-up comedienne , actress, and comedy writer.","sarah colonna (born december 29, 1974) is an american stand-up comedian , actress, and comedy writer.","sarah colonna (born december 29, 1974) is an american stand-up comedian , actress, and comedy writer.",0.0019250688500000064,0.0,0.9781845808029175
"note: this stub type is to be used for all articles relating to the island of cyprus, irrespective of their de jure or de facto political status within the greek or turkish-controlled parts of the island or the british military bases.","note: this stub type is to be used for all articles relating to the island of cyprus, irrespective of their de jure or de facto political status within the republic of cyprus or turkish-controlled parts of the island or the british military bases.","note: this stub type is to be used for all articles relating to the island of cyprus, irrespective of their de jure or de facto political status within the greek or turkish-controlled parts of the island or the british military bases.",0.0,0.032725505,1.0
"sayuri oyamada was born in the idyllic countryside of niigata, japan.","sayuri oyamada was born in the countryside of niigata, japan.","sayuri oyamada was born in the countryside of niigata, japan.",0.057042887,0.0,0.927432119846344
"raymond abrashkin was co-author of the danny dunn series with jay williams until the fifth book, after which he sadly passed away.","raymond abrashkin was co-author of the danny dunn series with jay williams until the fifth book, after which he passed away.","raymond abrashkin was co-author of the danny dunn series with jay williams until the fifth book, after which he passed away.",0.0009416628499999975,0.0,0.9874462485313416
"the term 'aunt sally' is in limited use, especially in great britain, as a political idiom, indicating a false adversary or straw man set up purely for attracting negative attention and wasting an opponent's energy.","the term 'aunt sally' is in use, especially in great britain, as a political idiom, indicating a false adversary or straw man set up purely for attracting negative attention and wasting an opponent's energy.","the term 'aunt sally' is in limited use, especially in great britain, as a political idiom, indicating a false adversary or straw man set up purely for attracting negative attention and wasting an opponent's energy.",0.0,0.11659943999999997,1.0
"after independence and division of states on linguistic basis in 1956, kalyana was renamed as basavakalyan in memory of vishwaguru basavanna, a great revolutionary who established anubhava mantapa (spiritual democracy) in 12th century india.","after independence and division of states on linguistic basis in 1956, kalyana was renamed as basavakalyan in memory of vishwaguru basavanna, a revolutionary who established anubhava mantapa (spiritual democracy) in 12th century india.","after independence and division of states on linguistic basis in 1956, kalyana was renamed as basavakalyan in memory of vishwaguru basavanna, a revolutionary who established anubhava mantapa (spiritual democracy) in 12th century india.",0.402040465,0.0,0.9870460629463196
"with the exception of a brief period immediately following the revolution, the political organization of the country was defined by the only tolerated political party, the communist party of the soviet union.","with the exception of a brief period immediately following the revolution, the political organization of the country was defined by the only recognized political party, the communist party of the soviet union.","with the exception of a brief period immediately following the revolution, the political organization of the country was defined by the only tolerated political party, the communist party of the soviet union.",0.0,0.0032218950000000024,1.0
"on 5 june 2009, he was appointed to the position of home secretary during a turbulent reshuffle, replacing the first ever female holder of the post, jacqui smith.","on 5 june 2009, he was appointed to the position of home secretary during a reshuffle, replacing the first ever female holder of the post, jacqui smith.","on 5 june 2009, he was appointed to the position of home secretary during a reshuffle, replacing the first ever female holder of the post, jacqui smith.",0.02439538999999999,0.0,0.9873170852661133
"jacques vergs, born 5 march 1925 in ubon ratchathani, siam (now called thailand), is a french lawyer who has earned fame continually since the 1950s, first as an anticolonialist communist figure and then for defending a long string of infamous clients from anticolonialist algerian militant djamila bouhired (his future wife) in 1957-1962 to former khmer rouge head of state khieu samphan (2008).","jacques vergs, born 5 march 1925 in ubon ratchathani, siam (now called thailand), is a french lawyer who has earned fame continually since the 1950s, first as an anticolonialist communist figure and then for defending a long string of illustrious clients from anticolonialist algerian militant djamila bouhired (his future wife) in 1957-1962 to former khmer rouge head of state khieu samphan (2008).","jacques vergs, born 5 march 1925 in ubon ratchathani, siam (now called thailand), is a french lawyer who has earned fame continually since the 1950s, first as an anticolonialist communist figure and then for defending a long string of clients from anticolrist algerian militant djamila bouhired (his future wife) in 1957-1962 to former khmer rouge head of state khieu samphan (2008).",0.044241349999999985,0.25304276000000003,0.9967305660247803
"she is best known for her garbled response to a question that was asked of her during the miss teen usa 2007 pageant, the video of which has garnered millions of views on websites such as youtube.","she is best known for her response to a question that was asked of her during the miss teen usa 2007 pageant, the video of which has garnered millions of views on websites such as youtube.","she is best known for her response to a question that was asked of her during the miss teen usa 2007 pageant, the video of which has garnered millions of views on websites such as youtube.",0.08274254999999998,0.0,0.9822455048561096
"the country of tibet from 1912 to 1951 followed the collapse of the qing dynasty in 1912, and lasted until the incorporation of tibet into the people's republic of china by the people's republic of china.","the historical era of tibet from 1912 to 1951 followed the collapse of the qing dynasty in 1912, and lasted until the incorporation of tibet into the people's republic of china by the people's republic of china.","the country of tibet from 1912 to 1951 followed the collapse of the qing dynasty in 1912, and lasted until the incorporation of china into the people's republic of chinese by the people of republic of japan.",0.06724840499999994,0.09750471000000001,0.9266607165336609
"the killian documents scandal , also referred to as memogate or rathergate, involved documents that were publicized during the 2004 us presidential campaign.","the killian documents controversy , also referred to as memogate or rathergate, involved documents that were publicized during the 2004 us presidential campaign.","the killian documents scandal , also referred to as memogate or rathergate, involved documents that were publicized during the 2004 us presidential campaign.",0.0,0.09370301000000003,1.0
"hugo chvez, dictator of venezuela since 1999","hugo chvez, president of venezuela since 1999","hugo chvez, president of venezuela since 1999",0.009534482,0.0,0.949873685836792
the arrest and conviction incited an uproar from leftist groups.,the arrest and conviction incited an uproar from the cuban government and sympathetic groups.,the arrest and conviction incited an outcry from leftist groups.,0.172667905,0.003149915000000031,0.9740678668022156
"john played the songs for various record executives to try and get them signed, however, the first few weren't interested and it left john discouraged because he knew this band was like no other.","john played the songs for various record executives to try and get them signed, however, the first few weren't interested and it left john discouraged because he felt this band was like no other.","john played the songs for various record executives to try and get them signed, however, the first few weren't interested and it left john discouraged because he knew this band was like no other.",0.0,0.016817081500000004,1.0
"the fuerzas armadas revolucionarias de colombia–ejrcito del pueblo or farc-ep (spanish for ""revolutionary armed forces of colombia–people's army"") is colombia's oldest and largest narco-terrorist guerrilla group, established in 1964-1966 as the military wing of the colombian communist party.","the fuerzas armadas revolucionarias de colombia–ejrcito del pueblo or farc-ep (spanish for ""revolutionary armed forces of colombia–people's army"") is colombia's oldest and largest guerrilla group, established in 1964-1966 as the military wing of the colombian communist party.","the fuerzas armadas revolucionarias de colombia–ejrcito del pueblo or farc-ep (spanish for ""revolutionary armed forces of colombía–people's army"") is colombian's oldest and largest narco-terrorist guerrilla group, established in 1964-1966 as the military wing of the bulgarian communist party.",0.001359607000000023,0.04792907349999999,0.9546358585357666
"de revolutionibus orbium coelestium (english: on the revolutions of the heavenly spheres, german: von den umdrehungen der himmelskrper, polish: o obrotach sfer niebieskich), first printed in 1543 in nuremberg, is the seminal work on heliocentric theory and the masterpiece of the great polish astronomer nicolaus copernicus (1473-1543).","de revolutionibus orbium coelestium (english: on the revolutions of the heavenly spheres, german: von den umdrehungen der himmelskrper, polish: o obrotach sfer niebieskich), first printed in 1543 in nuremberg, is the seminal work on heliocentric theory and the masterpiece of the great astronomer nicolaus copernicus (1473-1543).","de revolutionibus orbium coelestium (english: on the revolutions of the heavenly spheres, german: von den umdrehungen der himmelskrper, polish: o obrotach sfer niebieskich), first printed in 1543 in nuremberg, is the seminal work on heliocentric theory and the masterpiece of the polish astronomer nicolaus copernicus (1473-1543).",0.015436388500000009,0.007555691000000026,0.9982309341430664
"world domination by jews, one of the oldest extant conspiracy theories (often incorporating various existing or historical secret societies and includes most major conspiracy theories)","world domination by jews, one of the oldest extant conspiracy theories (often incorporating various existing or historical secret societies and most major conspiracy theories)","world domination by jews, one of the oldest extant conspiracy theories (often incorporating various existing or historical secret societies and includes most major conspiracy theories)",0.0,0.004857565000000008,1.0
"this issue with identifying attacks as suicide bombings is not such a problem in places like israel, gaza and the west bank, where suicide bombing is an overt islamist and anti- occupation strategy against the israelis that has won the backing of both hamas and fatah.","this issue with identifying attacks as suicide bombings is not such a problem in places like israel, gaza and the west bank, where suicide bombing is an overt islamist and anti- israel strategy against the israelis that has won the backing of both hamas and fatah.","this issue with identifying attacks as suicide bombings is not such a problem in places like israel, gaza and the west bank, where suicide bombing is an overt islamist and anti- occupation strategy against the israelis that has won the backing of both hamas and fatah.",0.0,0.15337401,1.0
"both have forced man to revise some of his most cherished philosophical beliefs, and both have led to industrial and military applications that affect every aspect of modern life.","both have forced humanity to revise some of his most cherished philosophical beliefs, and both have led to industrial and military applications that affect every aspect of modern life.","both have forced man to revise some of his most cherished philosophical beliefs, and both have led to industrial and military applications that affect every aspect of modern life.",0.0,0.38698057499999994,1.0
"serious unresolved issues of the book's historicity and the lack of conclusive archeological evidence have led many faithful lds to adopt a compromise position that the book of mormon may be the creation of joseph smith, but that it was created through divine inspiration.","serious unresolved issues of the book's historicity and the lack of conclusive archeological evidence have led some faithful lds to adopt a compromise position that the book of mormon may be the creation of joseph smith, but that it was created through divine inspiration.","serious unresolved issues of the book's historicity and the lack of conclusive archeological evidence have led many lds to adopt a compromise position that the book of mormon may be the creation of joseph smith, but that it was created through divine inspiration.",0.325100175,0.33853181,0.9938198924064636
"moore's impressive private library of more than 7,000 volumes was left to the city upon his death in 1901. these books would make up the first collection of the vespasian warner public library, founded by and named for moore's son-in-law.","moore's private library of more than 7,000 volumes was left to the city upon his death in 1901. these books would make up the first collection of the vespasian warner public library, founded by and named for moore's son-in-law.","moore's private library of more than 7,000 volumes was left to the city upon his death in 1901. these books would make up the first collection of the vespasian warner public library, founded by and named for moore's son-in-law.",0.000352471249999969,0.0,0.996918797492981
"in 2004, ace became the sole mascot of the team when diamond was unceremoniously removed by the blue jays prior to the start of the season.","in 2004, ace became the sole mascot of the team when diamond was removed by the blue jays prior to the start of the season.","in 2004, ace became the sole mascot of the team when diamond was removed by the blue jays prior to the start of the season.",0.0069128725499999705,0.0,0.9789792895317078
the clansman was the inspiration for d. w. griffith's epic movie birth of a nation (1915).,the clansman was the inspiration for d. w. griffith's historically important movie birth of a nation (1915).,the clansman was the inspiration for d. w. griffith's movie birth of a nation (1915).,0.076176104,0.21125734399999996,0.9760187268257141
"the common phrase ""from timbuktu to kalamazoo"" resulted from the strange name, and has served to enter it into pop culture.","the phrase ""from timbuktu to kalamazoo"" resulted from the strange name, and has served to enter it into pop culture.","the common phrase ""from timbuktu to kalamazoo"" resulted from the name, and has served to enter it into pop culture.",0.10651446934999999,0.10675216829999999,0.9716892242431641
"these movements, when combined with the end of terrorist violence in northern ireland created a change in public opinion toward the irish at the populace level.","these movements, when combined with the end of violence in northern ireland created a change in public opinion toward the irish at the populace level.","these movements, when combined with the end of militant violence in northern ireland created a change in public opinion toward the irish at the populace level.",0.17255391750000001,0.012150134999999992,0.9870566129684448
"daniel steven pea sr. (born august 10, 1945), also known as dan pea, is an american philanthropist, businessman and high-performance business coach, born in jacksonville, florida.","daniel steven pea sr. (born august 10, 1945), also known as dan pea, is an american philanthropist, businessman and business coach, born in jacksonville, florida.","daniel steven pea sr. (born august 10, 1945), also known as dan pea, is an american philanthropist, businessman and business coach, born in jacksonville, florida.",0.061074478000000015,0.0,0.9919095635414124
dr. saul gave the prestigious cbc massey lectures for 1995.,dr. saul gave the cbc massey lectures for 1995.,dr. saul gave the cbc massey lectures for 1995.,0.000384842950000037,0.0,0.958268940448761
"bardach is best known for her work on cuba and miami and was called ""the go-to journalist on all things cuban and miami,"" by the columbia journalism review having interviewed personalities such as fidel castro, juanita castro, luis posada carriles, e. howard hunt, orlando bosch and felix rodriguez","bardach is best known for her work on cuba and miami and was called ""the go-to journalist on all things cuban and miami,"" by the columbia journalism review having interviewed people such as fidel castro, juanita castro, luis posada carriles, e. howard hunt, orlando bosch and felix rodriguez","bardach is best known for her work on cuba and miami and was called ""the go-to journalist on all things cuban and siami,"" by the columbia journalism review having interviewed personalities such as fidel castro , juanita castro, luis posada carriles, e. howard hunt, orlando bosch and felix rodriguez",0.0016269850000000252,0.018530514999999997,0.9977700710296631
"along with prime minister ranil wickremesinghe, sirisena is remembered by the minority muslims for his failure to use his powers as the commander-in-chief to control the anti-muslim pogrom of 2017 in gintota and 2018 in ampara and digana, leading to the death of a muslim youth and assault on many muslim citizens and destruction of houses, shops and mosques at the hands of chauvinist sinhala buddhist mobs.","along with prime minister ranil wickremesinghe, sirisena is remembered by the minority muslims for his failure to use his powers as the commander-in-chief to control the anti-muslim pogrom of 2017 in gintota and 2018 in ampara and digana, leading to the death of a muslim youth and assault on many muslim citizens and destruction of houses, shops and mosques at the hands of sinhala buddhist mobs.","along with prime minister ranil wickremesinghe, sirisena is remembered by the minority muslims for his failure to use his powers as the commander-in-chief to control the anti-muslim pogrom of 2017 in gintota and 2018 in ampara and digana, leading to the death of a muslim youth and assault on many muslim citizens and destruction of houses, shops and mosques at the hands of chauvinist sinhala buddhist mobs.",0.0,0.04437133999999998,1.0
"he proclaimed that the end time would come on september 4, 1994. when the rapture failed to occur on the appointed day, camping admitted he had made a mathematical error.","he proclaimed that the end time would come on september 4, 1994. when the rapture failed to occur on the appointed day, camping said he had made a mathematical error.","he proclaimed that the end time would come on september 4, 1994. when the rapture failed to occur on the appointed day, camping claimed he had made a mathematical error.",0.17400781000000004,0.085808195,0.9973933696746826
"he wrote another notable book, the mighty and the meek (published in 2001), which profiled famous people with whom he had worked during his life.","he wrote another book, the mighty and the meek (published in 2001), which profiled famous people with whom he had worked during his life.","he wrote another book, the mighty and the meek (published in 2001), which profiled famous people with whom he had worked during his life.",0.06764012619999998,0.0,0.9868334531784058
"<small>an uncircumcised penis, a circumcised penis","<small>an intact penis, a circumcised penis","<small>an uncircumcised penis, a circumcised penis",0.0,0.037305899999999975,1.0
these statistics give credence to the fact that the numbers released by the cia are misrepresentations.,these statistics give credence to the view that the numbers released by the cia are misrepresentations.,these statistics give credence to the claim that the numbers released by the cia are misrepresentations.,0.16730319999999999,0.03140030999999999,0.9853428602218628
"james ""jamie"" mccluskey (born november 6, 1987 in bellshill, lanarkshire) is a scottish football player, currently training with serbian giants partizan belgrade, after being released by st. johnstone.","james ""jamie"" mccluskey (born november 6, 1987 in bellshill, lanarkshire) is a scottish football player, currently training with serbian club partizan belgrade, after being released by st. johnstone.","james ""jamie"" mccluskey (born november 6, 1987 in bellshill, lanarkshire) is a scottish football player, currently training with serbian giants partizan belgrade, after being released by st. johnstone.",0.0,0.004217448999999963,1.0
"najibullah was at the un compound when the taliban soldiers came for him on september 27, 1996. he was brutally castrated and his fingers were broken, before the taliban dragged him to death behind a truck in the streets.","najibullah was at the un compound when the taliban soldiers came for him on september 27, 1996. he was castrated and his fingers were broken, before the taliban dragged him to death behind a truck in the streets.","najibullah was at the un compound when the taliban soldiers came for him on september 27, 1996. he was castrated and his fingers were broken, before the tibetan soldiers dragged him to death behind a truck in the streets.",0.15449297850000004,0.042062195000000024,0.9848433136940002
cult internet comedian nostalgia critic poked fun at both advertisements in his top 11 nostalgic drug psas video.,internet comedian nostalgia critic poked fun at both advertisements in his top 11 nostalgic drug psas video.,cult internet comedian nostalgia critic poked fun at both advertisements in his top 11 nostalgic drug psas video.,0.0,0.010055011499999988,1.0
"via a steep spiral staircase of 285 steps, the physically fit may, for a fee, climb almost to the top of the column, to just under the statue and take in the spectacular views over the tiergarten including the soviet war memorial, 1946, in line with the nazi proposed north-south triumphal way by speer and adolf hitler.","via a steep spiral staircase of 285 steps, the physically fit may, for a fee, climb almost to the top of the column, to just under the statue and take in the views over the tiergarten including the soviet war memorial, 1946, in line with the nazi proposed north-south triumphal way by speer and adolf hitler.","via a steep spiral staircase of 285 steps, the physically fit may, for a fee, climb almost to the top of the column, to just under the statue and take in the views over the tiergarten including the soviet war memorial, 1946, in line with the nazi proposed north-south triumphal way by speer and adolf hitler.",0.005855418499999989,0.0,0.9967268109321594
this resulted in those living in the buildings being forced to leave.,this resulted in those living in the buildings being required to leave.,this resulted in those living in the buildings being forced to leave.,0.0,0.00040891055000000687,1.0
"finally on 14 september, hari acknowledged that he had taken quotes from other sources and used them as if his own.","on 14 september, hari acknowledged that he had taken quotes from other sources and used them as if his own.","finally on 14 september, hari acknowledged that he had taken quotes from other sources and used them as if his own.",0.0,0.05332451499999999,1.0
"a tall (5'10""), gangling woman with a distinctive voice, wickes would ultimately prove herself adept as a comedienne .","a tall (5'10""), gangling woman with a distinctive voice, wickes would ultimately prove herself adept as a comedian .","a tall (5'10""), gangling woman with a distinctive voice, wickes would ultimately prove herself adept as a comedian .",0.0009464600999999753,0.0,0.9394739866256714
"it is home to great number of companies that produces cars, construction vehicles, motorcycles, atvs, engines, etc.","it is home to a number of companies that produces cars, construction vehicles, motorcycles, atvs, engines, etc.","it is home to great number of companies that produces cars, construction vehicles, motorcycles, atvs, engines, etc.",0.0,0.011353574250000017,1.0
"a rogue general associated with the national united front of democracy against dictatorship, khattiya sawasdipol, is seriously injured after being shot in the head while giving an interview.","a general associated with the national united front of democracy against dictatorship, khattiya sawasdipol, is seriously injured after being shot in the head while giving an interview.","a general associated with the national united front of democracy against dictatorship, khattiya sawasdipol, is seriously injured after being shot in the head while giving an interview.",0.048134899999999994,0.0,0.9823369383811951
"wwe attempted to get the lawsuit dismissed before it went to trial, but fortunately to no avail.","wwe attempted to get the lawsuit dismissed before it went to trial, but to no avail.","wwe attempted to get the lawsuit dismissed before it went to trial, but to no avail.",0.041828274650000004,0.0,0.9946779012680054
"tunisia has built favourable relations with the european union, and with france in particular, through successful economic cooperation, industry modernization, and privatisation programs.","tunisia has built favourable relations with the european union, and with france in particular, through economic cooperation, industry modernization, and privatisation programs.","tunisia has built favourable relations with the european union, and with france in particular, through economic cooperation, industry modernization, and privatisation programs.",0.27484375,0.0,0.9927407503128052
"between 1896 and 1909, connie leon had a successful career in provincial theatre as a singer, dancer and comedienne , including pantomime and in soubrette roles.","between 1896 and 1909, connie leon had a successful career in provincial theatre as a singer, dancer and comedian , including pantomime and in soubrette roles.","between 1896 and 1909, connie leon had a career in provincial theatre as a singer, dancer and comedian , including pantomime and in soubrette roles.",0.0001979573499999959,0.0005158911000000266,0.9565487504005432
"mohammed abdel rahman abdel raouf arafat al-qudwa al-husseini (august 24, 1929 november 11, 2004), popularly known as yasser arafat, was a palestinian terrorist leader.","mohammed abdel rahman abdel raouf arafat al-qudwa al-husseini (august 24, 1929 november 11, 2004), popularly known as yasser arafat, was a palestinian leader.","mohammed abdel rahman abdel raouf al-qudwa al-husseini (august 24, 1929 november 11, 2004), popularly known as yasser arafat, was a palestinian militant leader.",0.01639373799999997,0.0006395335000000044,0.9418013691902161
the goal of coal mining is to economically remove coal from the ground.,the goal of coal mining is to remove coal from the ground.,the goal of coal mining is to economically remove coal from the ground.,0.0,0.19866276500000005,1.0
"despite freedom of worship, christians freely converted to islam and there were soon hundreds of mosques in palermo alone.","despite freedom of worship, christians converted to islam and there were soon hundreds of mosques in palermo alone.","despite freedom of worship, christians freely converted to islam and there were soon hundreds of mosques in palermo alone.",0.0,0.24700343000000002,1.0
another interesting example is moore's law in semiconductor industry.,another example is moore's law in semiconductor industry.,another example is moore's law in semiconductor industry.,0.0321658556,0.0,0.9565509557723999
he is a known qari of holy quran.,he is a known qari of the quran.,he is a known qari of quran.,0.1890057934,0.05304123499999999,0.9765885472297668
"mrz muhammad `al (1852-1937) was one of the sons of bah'u'llh, the prophet- founder of the bah' faith.","mrz muhammad `al (1852-1937) was one of the sons of bah'u'llh, the founder of the bah' faith.","mrz muhammad `al (1852-1937) was one of the sons of bah'u'llh, the founder of the bah ' faith.",0.0496917315,0.0,0.9812742471694946
"the cantor set, invented by german mathematician georg cantor, is a remarkable construction involving only the real numbers between zero and one.","the cantor set, introduced by german mathematician georg cantor, is a remarkable construction involving only the real numbers between zero and one.","the cantor set, invented by german mathematician georg cantor, is a construction involving only the real numbers between zero and one.",0.14959015599999997,0.1496009035,0.9744839072227478
it has recurred as a premise for fantastic adventure fiction.,it has recurred as a premise for adventure fiction.,it has recurred as a premise for adventure fiction.,0.030103166600000036,0.0,0.9696561098098755
"frances helen allison (november 20, 1907 june 13, 1989) was an american television and radio comedienne , personality and singer.","frances helen allison (november 20, 1907 june 13, 1989) was an american television and radio comedian , personality and singer.","frances helen allison (november 20, 1907 june 13, 1989) was an american television and radio comedian , personality and singer.",0.0007766182999999525,0.0,0.9328962564468384
this would hardly endear him to many conservatives and thus is not emphasized by his adoring supporters.,this would hardly endear him to many conservatives and thus is not emphasized by his supporters.,this would hardly endear him to many conservatives and thus is not emphasized by his adoring supporters.,0.0,0.12475184000000006,1.0
"lacking the support of nato or an explicit un mandate for military intervention, bush organized a coalition of the willing; coalition forces preemptively invaded iraq in 2003, removing president saddam hussein based on arguments that are now questioned .","lacking the support of nato or an explicit un mandate for military intervention, bush organized a coalition of the willing; coalition forces preemptively invaded iraq in 2003, removing president saddam hussein based on arguments that are now widely rejected .","lacking the support of nato or an explicit un mandate for military intervention, bush organized a coalition of the willing; coalition forces invaded iraq in 2003, removing president saddam hussein based on arguments that are now questioned .",0.03372897999999999,0.14028806999999996,0.9972035884857178
"hosted by the thinking-impaired ""common man"" dan cole.","hosted by the ""common man"" dan cole.","hosted by the thinking-impaired ""common man"" dan cole.",0.0,0.391224322,1.0
"the tour ended up as the top concert draw in north america in 2001. following such an accomplished album, and a hugely successful tour, many fans felt that u2 had been successful in ""re-applying for the job of the biggest band in the world,"" an application bono had made a year earlier.","the tour ended up as the top concert draw in north america in 2001. following such an favourably-received album, and a hugely successful tour, many fans felt that u2 had been successful in ""re-applying for the job of the biggest band in the world,"" an application bono had made a year earlier.","the tour ended up as the top concert draw in north america in 2001. following such an accomplished album, and a hugely successful tour, many fans felt that u2 had been successful in ""re-applying for the job of the biggest band in the world,"" an application bono had made a year earlier.",0.0,0.02848152499999998,1.0
"zen has long been known as the ""new conscience of hong kong"" for his unflinching defence of human rights, political freedom, and religious liberty in the face of criticism from china's communist government.","zen has long been known as the ""new conscience of hong kong"" for his defence of human rights, political freedom, and religious liberty in the face of criticism from china's communist government.","zen has long been known as the ""new conscience of hong kong"" for his defence of human rights, political freedom, and religious liberty in the face of criticism from china's communist government.",0.016728720000000023,0.0,0.9893606305122375
mckenna won the case and substantial damages.,mckenna won the case and damages.,mckenna won the case and substantial damages.,0.0,0.11940267430000001,1.0
lois has been accused of stealing credit for others' ideas and for greatly exaggerating his participation.,lois has been accused of stealing credit for others' ideas and for exaggerating his participation.,lois has been accused of stealing credit for others' ideas and for greatly exaggerating his participation.,0.0,0.17988811,1.0
"with this viewpoint, he has defended bill cosby's remarks (see the pound cake speech) and praised a women's group at spelman college for speaking out against those same qualities .","with this viewpoint, he has defended bill cosby's remarks (see the pound cake speech) and praised a women's group at spelman college for speaking out against those same phenomena .","with this viewpoint, he has defended bill cosby's remarks (see the pound cake speech) and praised a women's group at spelman college for speaking out against those same qualities .",0.0,0.030405961000000023,1.0
"unfortunately due to low patronage, the 339 was withdrawn on 13 december 2010.","due to low patronage, the 339 was withdrawn on 13 december 2010.","due to low patronage, the 339 was withdrawn on 13 december 2010.",0.004631440650000032,0.0,0.9940404891967773
"they participate in the ncaa's division i, in the sun belt conference.","they participate in the ncaa's division i, as a member of the sun belt conference.","they participate in the ncaa's division i, in the sun belt conference.",0.0,0.006955399999999973,1.0
"in that magic election year for the league, it scored 29.3 in veneto, 25.5% in lombardy, 23.2% in friuli-venezia giulia, 18.2% in piedmont, 13.2 in trentino-alto adige/sdtirol, 10.2% in liguria, 7.2% in emilia-romagna, 1.8% in tuscany, 1.5% in the marche and 1.0% in umbria.","in that election year for the league, it scored 29.3 in veneto, 25.5% in lombardy, 23.2% in friuli-venezia giulia, 18.2% in piedmont, 13.2 in trentino-alto adige/sdtirol, 10.2% in liguria, 7.2% in emilia-romagna, 1.8% in tuscany, 1.5% in the marche and 1.0% in umbria.","in that election year for the league, it scored 29.3 in veneto, 25.5% in lombardy, 23.2% in friuli-venezia giulia, 18.2 percent in piedmont, 13.2 in trentino-alto adige/sdtirol, 10.2%% in liguria, 7.2ph in emilia-romagna, 1.8% in tuscany, 1% in the marche and 1.0% in umbria.",0.0025235779999999795,0.001024216350000005,0.9653820991516113
"he is particularly well-known for his interpretations of the piano concerti of brahms and beethoven, which he recorded memorably with george szell and the cleveland orchestra.","he is particularly well-known for his interpretations of the piano concerti of brahms and beethoven, which he recorded with george szell and the cleveland orchestra.","he is particularly well-known for his interpretations of the piano concerti of brahms and beethoven, which he recorded with george szell and the cleveland orchestra.",0.4155853086,0.0,0.9921558499336243
cool fires are generally conducted in the spring and fall .,cool fires are generally conducted in the spring and autumn .,cool fires are generally conducted in the spring and fall .,0.0,0.07181708499999997,1.0
"on a court with nine republican appointees, owen joined a majority decision on overrides only once.","on a court with nine republican appointees, owen joined a majority decision on overrides once.","on a court with nine republican appointees, owen joined a majority decision on overrides only once.",0.0,0.16834856150000002,1.0
"targeted at the x window system on unix-like operating systems (including gnu/ linux, freebsd, and solaris).","targeted at the x window system on unix-like operating systems (including linux, freebsd, and solaris).","targeted at the x window system on unix-like operating systems (including linux, freebsd, and solaris).",0.0022384425500000266,0.0,0.9958869218826294
the term came to be widely used more by so-called mizrahi activists in the early 1990s.,the term came to be widely used more by mizrahi activists in the early 1990s.,the term came to be widely used more by mizrahi activists in the early 1990s.,0.20429391099999997,0.0,0.9933983087539673
"it also has a small concessions stand, run by the fantastic volunteer staff, which sells refreshments and earplugs.","it also has a small concessions stand, run by the volunteer staff, which sells refreshments and earplugs.","it also has a small concessions stand, run by the volunteer staff, which sells refreshments and earplugs.",0.4869746381000001,0.0,0.9824292063713074
erwin johannes eugen rommel (15 november 1891 14 october 1944) was one of the most distinguished german field marshals of world war ii.,erwin johannes eugen rommel (15 november 1891 14 october 1944) was one of the most famous german field marshals of world war ii.,erwin johannes eugen rommel (15 november 1891 14 october 1944) was one of the most distinguished german field marshals of world war ii.,0.0,0.23711700999999996,1.0
"following his failed presidential bid in 1900, the 40-year-old bryan concluded he was letting politics obscure his calling as a christian.","following his unsuccessful presidential bid in 1900, the 40-year-old bryan concluded he was letting politics obscure his calling as a christian.","following his failed presidential bid in 1900, the 40-year-old bryan concluded he was letting politics obscure his calling as a christian.",0.0,0.2799916,1.0
"as a partner at the renowned law firm boies, schiller & flexner, gillibrand worked on a wide range of legal and policy-related issues.","as a partner at the well-known law firm boies , schiller & flexner, gillibrand worked on a wide range of legal and policy-related issues.","as a partner at the law firm boies, schiller & flexner, gillibrand worked on a wide range of legal and policy-related issues.",0.4143674703,0.40404331550000006,0.9839684963226318
"another highlight from the show was the powerful speech from actor and activist jesse williams, who spoke on topics such as racism and police brutality during his acceptance speech for the humanitarian award.","another highlight from the show was the speech from actor and activist jesse williams, who spoke on topics such as racism and police brutality during his acceptance speech for the humanitarian award.","another highlight from the show was the speech from actor and activist jesse williams, who spoke on topics such as racism and police brutality during his acceptance speech for the humanitarian award.",0.005022701500000023,0.0,0.9877291321754456
"bumiller said, on the timid press conference in 2003 on the eve of the u.s. invasion of iraq: ""i think we were very deferential because ... it's live, it's very intense, it's frightening to stand up there.","bumiller said, on the press conference in 2003 on the eve of the u.s. invasion of iraq: ""i think we were very deferential because ... it's live, it's very intense, it's frightening to stand up there.","bumiller said, on the press conference in 2003 on the eve of the u.s. invasion of iraq: ""i think we were very deferential because ... it's live, it's very intense, and it's frightening to stand up there.",0.037430220999999986,0.005605952500000001,0.9896491765975952
"clinton's address, scheduled to last 15 minutes, became a debacle as clinton gave a notoriously dull speech that lasted over half an hour .","clinton's address, scheduled to last 15 minutes, became a debacle as clinton gave a notoriously long speech that lasted over half an hour .","clinton's address, scheduled to last 15 minutes, became a debacle as clinton gave a notoriously dull speech that lasted over half an hour .",0.0,0.09512022999999999,1.0
